date,state,district,market,commodity,min_price,max_price,modal_price,arrival_quantity,temperature_max,temperature_min,precipitation,rain,latitude,longitude,year,msp_price,month,day_of_year,month_sin,month_cos,price_lag_1,price_lag_7,price_lag_14,price_lag_30,temp_max_lag_30,temp_max_lag_90,price_volatility_7d,price_volatility_30d,rain_cum_30d,rain_cum_90d,price_to_msp_ratio,near_msp_floor
2025-05-10,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4979.51,5167.89,5110.43,86.96,38.05,27.2,0.1,0.1,18.6725,78.0941,2025,7621,5,130,0.49999999999999994,-0.8660254037844387,5014.94,5268.1,4872.0,5101.35,38.4,32.6,67.06216703640527,109.3643277065815,4.5999995,13.19999954,0.6705721033985041,1
2025-05-11,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4901.51,5078.06,4970.67,21.15,38.45,27.4,0.1,0.1,18.6725,78.0941,2025,7621,5,131,0.49999999999999994,-0.8660254037844387,5110.43,5085.65,4726.53,5111.09,38.1,33.7,70.33852659680522,106.81114944385297,4.6999995000000006,13.29999954,0.652233302716179,1
2025-05-12,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4858.84,5072.57,4946.75,87.46,38.6,26.45,0.0,0.0,18.6725,78.0941,2025,7621,5,132,0.49999999999999994,-0.8660254037844387,4970.67,5057.82,4917.51,4989.85,37.65,33.5,75.77966720634895,106.98532167878207,4.6999995000000006,13.29999954,0.6490946070069544,1
2025-05-13,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4872.61,5045.94,4941.69,73.46,38.15,26.1,0.2,0.2,18.6725,78.0941,2025,7621,5,133,0.49999999999999994,-0.8660254037844387,4946.75,4931.21,4927.81,5046.29,37.3,33.7,73.90979044625779,106.45727195107038,4.899999500000001,13.499999540000001,0.6484306521453876,1
2025-05-14,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4931.17,5201.84,5079.54,78.9,37.7,26.6,0.3,0.3,18.6725,78.0941,2025,7621,5,134,0.49999999999999994,-0.8660254037844387,4941.69,5013.58,4874.29,4946.04,38.05,31.65,77.47190347843204,107.9150327942699,5.1999995000000006,13.79999954,0.6665188295499278,1
2025-05-15,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4806.35,5029.81,4954.4,44.31,36.65,24.3,0.6,0.6,18.6725,78.0941,2025,7621,5,135,0.49999999999999994,-0.8660254037844387,5079.54,5123.2,5011.38,4900.97,38.45,30.95,68.15589566784504,106.98433818613968,5.7999995,14.399999540000001,0.6500984122818527,1
2025-05-16,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4912.68,5064.78,4972.04,99.37,36.7,25.0,0.1,0.1,18.6725,78.0941,2025,7621,5,136,0.49999999999999994,-0.8660254037844387,4954.4,5014.94,4946.59,5079.25,38.3,32.45,68.79047359295777,105.4326651273783,5.899999500000001,14.499999540000001,0.65241306915103,1
2025-05-17,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4903.28,5129.48,5030.62,95.39,33.65,24.6,8.5,8.5,18.6725,78.0941,2025,7621,5,137,0.49999999999999994,-0.8660254037844387,4972.04,5110.43,5268.1,5015.49,38.4,33.4,51.10024964994239,105.64781446515681,14.3999995,22.99999954,0.6600997244456108,1
2025-05-18,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4881.66,5101.33,4981.78,25.34,36.7,26.2,1.6,1.6,18.6725,78.0941,2025,7621,5,138,0.49999999999999994,-0.8660254037844387,5030.62,4970.67,5085.65,4827.86,39.4,33.3,50.748638217720476,101.67826671621462,15.9999995,24.599999540000002,0.653691116651358,1
2025-05-19,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4900.72,5061.36,4958.37,51.89,36.1,25.2,0.0,0.0,18.6725,78.0941,2025,7621,5,139,0.49999999999999994,-0.8660254037844387,4981.78,4946.75,5057.82,5000.17,38.7,33.8,49.39653915967246,101.74838953510948,15.9999995,24.599999540000002,0.6506193412937934,1
2025-05-20,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4744.81,4943.47,4882.43,47.72,36.1,25.15,8.900001,8.900001,18.6725,78.0941,2025,7621,5,140,0.49999999999999994,-0.8660254037844387,4958.37,4941.69,4931.21,5102.47,39.9,33.45,62.15592187241931,100.80472885561952,24.900000499999997,33.50000054,0.6406547697152605,1
2025-05-21,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4931.91,5054.71,4982.33,69.06,33.7,23.35,19.4,19.4,18.6725,78.0941,2025,7621,5,141,0.49999999999999994,-0.8660254037844387,4882.43,5079.54,5013.58,4866.64,39.95,33.0,44.54328413920239,98.65950842315547,44.300000499999996,52.90000054,0.6537632856580501,1
2025-05-22,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4915.29,5116.84,5039.15,86.22,32.65,23.85,11.799999,11.799999,18.6725,78.0941,2025,7621,5,142,0.49999999999999994,-0.8660254037844387,4982.33,4954.4,5123.2,5049.14,40.4,33.2,51.793875993952845,98.43485181382164,56.099999499999996,64.69999954,0.6612190001312164,1
2025-05-23,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4865.38,5083.3,4946.43,95.22,33.6,23.8,3.4000003,3.4000003,18.6725,78.0941,2025,7621,5,143,0.49999999999999994,-0.8660254037844387,5039.15,4972.04,5014.94,4884.78,40.65,33.55,53.17949036272268,97.01800457623247,59.4999998,68.09999984,0.6490526177666973,1
2025-05-24,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4959.59,5089.23,5038.29,70.37,32.05,23.9,6.9000006,6.9000006,18.6725,78.0941,2025,7621,5,144,0.49999999999999994,-0.8660254037844387,4946.43,5030.62,5110.43,4970.64,41.0,32.95,54.59015387412649,97.5353193846779,66.4000004,75.00000044000001,0.6611061540480252,1
2025-05-25,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4937.6,5129.83,5032.91,76.88,32.7,24.25,0.5,0.5,18.6725,78.0941,2025,7621,5,145,0.49999999999999994,-0.8660254037844387,5038.29,4981.78,4970.67,4915.08,40.45,32.9,58.82094379191942,97.034592175268,66.9000004,75.50000044000001,0.6604002099462013,1
2025-05-26,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4808.84,4950.4,4884.48,46.13,34.0,24.05,19.0,19.0,18.6725,78.0941,2025,7621,5,146,0.49999999999999994,-0.8660254037844387,5032.91,4958.37,4946.75,4872.0,39.65,32.75,69.58927226438405,96.54588812830227,85.9000004,94.50000044000001,0.640923763285658,1
2025-05-27,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4984.7,5184.57,5063.55,55.95,30.6,24.15,29.3,29.3,18.6725,78.0941,2025,7621,5,147,0.49999999999999994,-0.8660254037844387,4884.48,4882.43,4941.69,4726.53,36.95,32.6,64.06212576197754,83.79407338107553,110.70000089999999,123.80000044,0.6644206797008266,1
2025-05-28,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4987.43,5266.14,5127.09,54.23,30.0,24.1,3.3999994,3.3999994,18.6725,78.0941,2025,7621,5,148,0.49999999999999994,-0.8660254037844387,5063.55,4982.33,5079.54,4917.51,39.1,33.15,79.58394702331553,85.4347098404229,114.10000029999999,127.19999984,0.6727581682193938,1
2025-05-29,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4956.66,5181.06,5060.25,88.99,33.2,25.4,0.2,0.2,18.6725,78.0941,2025,7621,5,149,0.49999999999999994,-0.8660254037844387,5127.09,5039.15,4954.4,4927.81,39.75,34.4,80.87047024188244,84.64196761016122,114.3000003,127.39999984,0.6639876656606745,1
2025-05-30,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4923.81,5084.45,5020.24,16.08,32.75,24.25,4.7999997,4.7999997,18.6725,78.0941,2025,7621,5,150,0.49999999999999994,-0.8660254037844387,5060.25,4946.43,4972.04,4874.29,40.2,34.7,73.90904915921512,80.61182288932748,119.1,132.19999954,0.6587376984647684,1
2025-05-31,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4847.35,5037.33,4919.92,75.45,35.1,25.05,0.0,0.0,18.6725,78.0941,2025,7621,5,151,0.49999999999999994,-0.8660254037844387,5020.24,5038.29,5030.62,5011.38,39.5,34.6,85.04023075944383,82.49471593318329,119.1,132.19999954,0.6455740716441412,1
2025-06-01,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4940.72,5193.81,5063.22,17.84,34.55,24.9,0.0,0.0,18.6725,78.0941,2025,7621,6,152,1.2246467991473532e-16,-1.0,4919.92,5032.91,4981.78,4946.59,40.4,35.6,86.82781110308349,82.01292189747295,119.1,132.19999954,0.6643773782968114,1
2025-06-02,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4844.51,4985.47,4928.83,18.56,33.75,25.1,0.2,0.2,18.6725,78.0941,2025,7621,6,153,1.2246467991473532e-16,-1.0,5063.22,4884.48,4958.37,5268.1,40.5,35.75,76.28407603912584,68.41598000887457,119.3,132.39999954,0.6467432095525522,1
2025-06-03,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4979.0,5144.96,5058.28,44.0,34.2,25.2,0.0,0.0,18.6725,78.0941,2025,7621,6,154,1.2246467991473532e-16,-1.0,4928.83,5063.55,4882.43,5085.65,39.8,33.25,75.87846221802144,67.48500675032909,119.3,132.39999954,0.6637291694003411,1
2025-06-04,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4922.37,5080.27,5004.63,81.52,33.95,24.75,0.1,0.1,18.6725,78.0941,2025,7621,6,155,1.2246467991473532e-16,-1.0,5058.28,5127.09,4982.33,5057.82,38.95,31.5,61.22973460664695,66.72983637507046,119.39999999999999,132.49999954,0.6566894108384727,1
2025-06-05,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4797.77,5000.74,4939.71,86.07,31.35,23.15,2.5,2.5,18.6725,78.0941,2025,7621,6,156,1.2246467991473532e-16,-1.0,5004.63,5060.25,5039.15,4931.21,37.4,33.0,61.00621279837465,66.43317379054727,121.89999999999999,134.99999954,0.6481708437212964,1
2025-06-06,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4910.46,5065.17,4969.71,57.77,35.1,24.2,0.0,0.0,18.6725,78.0941,2025,7621,6,157,1.2246467991473532e-16,-1.0,4939.71,5020.24,4946.43,5013.58,37.5,34.85,59.90652647488716,66.67446256372008,121.89999999999999,134.99999954,0.6521073349954074,1
2025-06-07,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4769.83,5024.82,4889.68,97.35,36.5,25.55,0.0,0.0,18.6725,78.0941,2025,7621,6,158,1.2246467991473532e-16,-1.0,4969.71,4919.92,5038.29,5123.2,37.1,35.25,66.0305013935711,65.6027326351223,121.89999999999999,134.99999954,0.6416060884398374,1
2025-06-08,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4801.57,4984.98,4904.55,34.59,36.5,26.05,0.9,0.9,18.6725,78.0941,2025,7621,6,159,1.2246467991473532e-16,-1.0,4889.68,5063.22,5032.91,5014.94,37.45,35.05,59.24724405887861,67.44301107337654,122.8,135.89999954,0.6435572759480384,1
2025-06-09,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4919.84,5035.48,4971.01,95.1,35.15,24.85,4.8,4.8,18.6725,78.0941,2025,7621,6,160,1.2246467991473532e-16,-1.0,4904.55,4928.83,4884.48,5110.43,38.05,34.9,58.099753011530375,63.55444231920872,127.5,140.69999954,0.6522779162839523,1
2025-06-10,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4897.26,5179.84,5030.4,41.11,34.3,26.25,0.3,0.3,18.6725,78.0941,2025,7621,6,161,1.2246467991473532e-16,-1.0,4971.01,5058.28,5063.55,4970.67,38.45,36.35,50.95685256970251,64.0104413860479,127.69999999999999,140.99999954,0.660070856842934,1
2025-06-11,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4954.37,5068.94,5016.78,91.32,32.3,24.2,3.5,3.5,18.6725,78.0941,2025,7621,6,162,1.2246467991473532e-16,-1.0,5030.4,5004.63,5127.09,4946.75,38.6,37.15,52.956645700142104,63.75295609012801,131.2,144.49999954,0.6582836898044876,1
2025-06-12,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4893.18,5151.21,5019.74,79.55,33.8,23.05,3.8,3.8,18.6725,78.0941,2025,7621,6,163,1.2246467991473532e-16,-1.0,5016.78,4939.71,5060.25,4941.69,38.15,37.35,56.31248673167885,63.315386795449584,134.8,148.29999954,0.6586720902768666,1
2025-06-13,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4895.28,5067.66,4970.4,33.77,34.05,24.7,4.9,4.9,18.6725,78.0941,2025,7621,6,164,1.2246467991473532e-16,-1.0,5019.74,4969.71,5020.24,5079.54,37.7,37.35,56.30903534873872,61.233849210998486,139.4,153.19999954,0.652197874294712,1
2025-06-14,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4885.22,5051.87,4973.01,81.75,34.0,25.4,0.8,0.8,18.6725,78.0941,2025,7621,6,165,1.2246467991473532e-16,-1.0,4970.4,4889.68,4919.92,4954.4,36.65,37.5,43.38006970510402,60.96799984182312,139.6,153.99999954,0.6525403490355597,1
2025-06-15,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4819.23,5027.75,4954.07,33.85,33.4,25.75,2.0,2.0,18.6725,78.0941,2025,7621,6,166,1.2246467991473532e-16,-1.0,4973.01,4904.55,5063.22,4972.04,36.7,37.25,30.42482523329867,61.23141202724686,141.5,155.99999954,0.6500551108778375,1
2025-06-16,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4919.46,5090.41,5028.58,37.94,32.3,25.2,1.8,1.8,18.6725,78.0941,2025,7621,6,167,1.2246467991473532e-16,-1.0,4954.07,4971.01,4928.83,5030.62,33.65,37.6,31.935761936686006,61.18440047601262,134.8,157.79999954,0.6598320430389712,1
2025-06-17,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4962.74,5198.62,5097.4,15.17,33.9,25.15,1.0,1.0,18.6725,78.0941,2025,7621,6,168,1.2246467991473532e-16,-1.0,5028.58,5030.4,5058.28,4981.78,36.7,37.45,48.60564865273148,64.29825292490709,134.20000000000002,158.79999954,0.6688623540217818,1
2025-06-18,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4923.51,5099.42,5020.81,74.22,33.8,24.9,0.8,0.8,18.6725,78.0941,2025,7621,6,169,1.2246467991473532e-16,-1.0,5097.4,5016.78,5004.63,4958.37,36.1,37.1,48.74279326463031,64.16533163202863,135.0,159.59999954,0.6588124917989766,1
2025-06-19,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4894.61,5092.25,5020.81,76.22,32.75,24.55,16.9,16.9,18.6725,78.0941,2025,7621,6,170,1.2246467991473532e-16,-1.0,5020.81,5019.74,4939.71,4882.43,36.1,35.15,48.78322037828772,60.70453177046368,142.999999,176.29999954000002,0.6588124917989766,1
2025-06-20,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4971.08,5180.2,5072.27,81.82,33.2,24.9,0.2,0.2,18.6725,78.0941,2025,7621,6,171,1.2246467991473532e-16,-1.0,5020.81,4970.4,4969.71,4982.33,33.7,34.6,50.41314147455607,62.04825543316137,123.799999,176.49999954,0.665564886497835,1
2025-06-21,Telangana,Nizamabad,Nizamabad Mandi,Cotton,5011.31,5186.06,5062.74,91.24,33.4,24.85,0.5,0.5,18.6725,78.0941,2025,7621,6,172,1.2246467991473532e-16,-1.0,5072.27,4973.01,4889.68,5039.15,32.65,35.1,46.5947512883071,62.678852791363155,112.5,176.99999954,0.6643143944364256,1
2025-06-22,Telangana,Nizamabad,Nizamabad Mandi,Cotton,5150.03,5365.16,5251.81,43.93,33.1,24.6,0.8,0.8,18.6725,78.0941,2025,7621,6,173,1.2246467991473532e-16,-1.0,5062.74,4954.07,4904.55,4946.43,33.6,33.95,81.47144401860027,76.45879682292446,109.8999997,177.79999954000002,0.6891234746096313,1
2025-06-23,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4956.23,5116.02,5043.05,35.01,32.45,24.85,1.1,1.1,18.6725,78.0941,2025,7621,6,174,1.2246467991473532e-16,-1.0,5251.81,5028.58,4971.01,5038.29,32.05,35.05,80.14572248930715,76.51763449441403,104.0999991,178.89999954,0.6617307439968508,1
2025-06-24,Telangana,Nizamabad,Nizamabad Mandi,Cotton,5030.51,5147.54,5088.15,15.48,30.3,24.95,0.90000004,0.90000004,18.6725,78.0941,2025,7621,6,175,1.2246467991473532e-16,-1.0,5043.05,5097.4,5030.4,5032.91,32.7,35.9,79.91136265232934,77.66114138083968,104.49999914,179.79999958000002,0.6676486025455977,1
2025-06-25,Telangana,Nizamabad,Nizamabad Mandi,Cotton,5055.99,5190.89,5120.92,49.72,30.2,23.95,5.1000004,5.1000004,18.6725,78.0941,2025,7621,6,176,1.2246467991473532e-16,-1.0,5088.15,5020.81,5016.78,4884.48,34.0,36.85,76.44663345541272,75.91850305941037,90.59999954,184.89999998000002,0.671948563180685,1
2025-06-26,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4806.04,5044.62,4953.91,97.45,30.3,23.5,4.2,4.2,18.6725,78.0941,2025,7621,6,177,1.2246467991473532e-16,-1.0,5120.92,5020.81,5019.74,5063.55,30.6,36.95,90.11754892255559,76.53828207572678,65.49999954,189.09999998,0.6500341162577089,1
2025-06-27,Telangana,Nizamabad,Nizamabad Mandi,Cotton,5126.9,5331.16,5195.82,90.81,31.45,24.6,1.2,1.2,18.6725,78.0941,2025,7621,6,178,1.2246467991473532e-16,-1.0,4953.91,5072.27,4970.4,5127.09,30.0,37.1,98.94551762026579,80.7838126922933,63.300000139999995,190.29999998000002,0.681776669728382,1
2025-06-28,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4744.99,4958.95,4865.55,37.98,32.05,24.3,0.0,0.0,18.6725,78.0941,2025,7621,6,179,1.2246467991473532e-16,-1.0,5195.82,5062.74,4973.01,5060.25,33.2,37.65,133.97071902898273,85.27519961258108,63.10000014,190.29999998000002,0.6384398372916941,1
2025-06-29,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4913.74,5131.93,5030.78,51.12,31.2,23.55,2.6,2.6,18.6725,78.0941,2025,7621,6,180,1.2246467991473532e-16,-1.0,4865.55,5251.81,4954.07,5020.24,32.75,37.55,108.81002308523617,85.31838184658434,60.90000044,192.89999998000002,0.6601207190657393,1
2025-06-30,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4949.6,5106.42,5040.8,35.14,30.4,23.55,10.2,10.2,18.6725,78.0941,2025,7621,6,181,1.2246467991473532e-16,-1.0,5030.78,5043.05,5028.58,4919.92,35.1,36.15,108.81178564493004,83.48087527973897,71.10000044,203.09999998,0.6614355071512925,1
2025-07-01,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4959.78,5206.04,5064.94,50.43,26.3,23.1,24.900002,24.900002,18.6725,78.0941,2025,7621,7,182,-0.4999999999999997,-0.8660254037844388,5040.8,5088.15,5097.4,5063.22,34.55,33.3,107.5269657651829,83.51246421116285,96.00000244,228.00000198,0.6646030704631938,1
2025-07-02,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4758.09,4983.85,4900.28,78.42,30.75,23.2,7.0000005,7.0000005,18.6725,78.0941,2025,7621,7,183,-0.4999999999999997,-0.8660254037844388,5064.94,5120.92,5020.81,4928.83,33.75,33.1,111.75301502271505,84.7366484034136,102.80000294,234.10000244,0.6429969820233565,1
2025-07-03,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4848.33,5001.67,4924.97,39.57,30.85,22.95,6.0999994,6.0999994,18.6725,78.0941,2025,7621,7,184,-0.4999999999999997,-0.8660254037844388,4900.28,4953.91,5020.81,5058.28,34.2,34.75,114.56338272722797,86.0736243365922,108.90000234,232.70000184,0.64623671434195,1
2025-07-04,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4881.31,4988.94,4938.58,38.61,31.8,24.05,11.900001,11.900001,18.6725,78.0941,2025,7621,7,185,-0.4999999999999997,-0.8660254037844388,4924.97,5195.82,5072.27,5004.63,33.95,36.5,77.91349620237332,87.16579744253534,120.70000334,244.60000284,0.6480225692166383,1
2025-07-05,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4994.68,5227.87,5092.3,39.36,30.25,24.1,7.0999994,7.0999994,18.6725,78.0941,2025,7621,7,186,-0.4999999999999997,-0.8660254037844388,4938.58,4865.55,5062.74,4939.71,31.35,37.85,76.03378656887122,87.25152325252039,125.30000274,251.70000224,0.668193150505183,1
2025-07-06,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4842.45,5037.37,4919.06,73.8,29.75,23.65,6.6,6.6,18.6725,78.0941,2025,7621,7,187,-0.4999999999999997,-0.8660254037844388,5092.3,5030.78,5251.81,4969.71,35.1,38.4,79.86763236756707,88.67906203717499,131.90000274,258.30000224,0.6454612255609501,1
2025-07-07,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4723.1,4956.4,4858.09,30.84,28.4,23.15,2.3999999,2.3999999,18.6725,78.0941,2025,7621,7,188,-0.4999999999999997,-0.8660254037844388,4919.06,5040.8,5043.05,4889.68,36.5,37.5,87.33274880757423,90.39480888360491,134.30000264,260.70000214,0.6374609631281984,1
2025-07-08,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4813.18,5057.65,4914.27,45.89,28.6,23.4,0.4,0.4,18.6725,78.0941,2025,7621,7,189,-0.4999999999999997,-0.8660254037844388,4858.09,5064.94,5088.15,4904.55,36.5,38.05,73.7791991591995,90.0041263421889,133.80000264,261.10000214,0.6448326991208504,1
2025-07-09,Telangana,Nizamabad,Nizamabad Mandi,Cotton,5000.79,5237.42,5114.64,97.57,29.4,23.8,0.8,0.8,18.6725,78.0941,2025,7621,7,190,-0.4999999999999997,-0.8660254037844388,4914.27,4900.28,5120.92,4971.01,35.15,38.4,97.47203046931247,91.40855659349306,129.80000263999997,261.90000214,0.6711245243406377,1
2025-07-10,Telangana,Nizamabad,Nizamabad Mandi,Cotton,5011.89,5217.5,5074.22,34.92,30.65,23.0,1.9000001,1.9000001,18.6725,78.0941,2025,7621,7,191,-0.4999999999999997,-0.8660254037844388,5114.64,4924.97,4953.91,5030.4,34.3,38.1,103.16209129788523,91.93736038769858,131.40000274,263.80000224,0.6658207584306521,1
2025-07-11,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4870.62,5084.36,5005.41,15.15,31.15,23.15,0.0,0.0,18.6725,78.0941,2025,7621,7,192,-0.4999999999999997,-0.8660254037844388,5074.22,4938.58,5195.82,5016.78,32.3,37.65,100.97000789956792,91.97860541839464,127.90000274,263.80000224,0.6567917596115995,1
2025-07-12,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4957.61,5179.18,5039.14,67.81,31.35,22.35,10.200001,10.200001,18.6725,78.0941,2025,7621,7,193,-0.4999999999999997,-0.8660254037844388,5005.41,5092.3,4865.55,5019.74,33.8,37.3,94.37892763193052,92.04067697453738,134.30000374,274.00000324,0.6612176879674584,1
2025-07-13,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4884.0,5105.85,4993.18,87.07,31.75,24.55,0.70000005,0.70000005,18.6725,78.0941,2025,7621,7,194,-0.4999999999999997,-0.8660254037844388,5039.14,4919.06,5030.78,4970.4,34.05,38.05,89.20629798394664,91.70024227145633,130.10000379,274.70000329,0.6551869833355203,1
2025-07-14,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4919.66,5183.67,5042.53,26.72,31.35,24.45,1.5,1.5,18.6725,78.0941,2025,7621,7,195,-0.4999999999999997,-0.8660254037844388,4993.18,4858.09,5040.8,4973.01,34.0,38.45,64.04755509998871,91.29744823768507,130.80000378999998,276.20000329,0.6616625114814328,1
2025-07-15,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4921.41,5053.65,5000.28,51.94,31.4,24.55,1.9000001,1.9000001,18.6725,78.0941,2025,7621,7,196,-0.4999999999999997,-0.8660254037844388,5042.53,4914.27,5064.94,4954.07,33.4,38.3,44.157834283076895,90.45760672728275,130.70000388999998,278.10000339,0.6561186196037265,1
2025-07-16,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4855.31,5011.3,4910.69,53.36,31.15,24.25,4.1,4.1,18.6725,78.0941,2025,7621,7,197,-0.4999999999999997,-0.8660254037844388,5000.28,5114.64,4900.28,5028.58,32.3,38.4,52.10490443967077,92.8633095703999,133.00000389000002,282.20000339,0.6443629444954729,1
2025-07-17,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4846.07,5112.61,4984.62,17.11,30.55,23.05,16.7,16.7,18.6725,78.0941,2025,7621,7,198,-0.4999999999999997,-0.8660254037844388,4910.69,5074.22,4924.97,5097.4,33.9,39.4,43.86741843328216,91.98065987121907,148.70000389,298.90000339,0.6540637711586406,1
2025-07-18,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4931.71,5128.52,5030.28,63.94,30.75,23.2,6.7999997,6.7999997,18.6725,78.0941,2025,7621,7,199,-0.4999999999999997,-0.8660254037844388,4984.62,5005.41,4938.58,5020.81,33.8,38.7,45.67449350724636,92.00633563204681,154.70000359,305.70000309,0.6600551108778375,1
2025-07-19,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4962.82,5140.54,5078.37,58.59,30.9,23.0,7.9,7.9,18.6725,78.0941,2025,7621,7,200,-0.4999999999999997,-0.8660254037844388,5030.28,5039.14,5092.3,5020.81,32.75,39.9,53.07062455329474,92.65470611950612,145.70000359,313.60000309000003,0.6663653063902375,1
2025-07-20,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4842.41,5037.22,4911.83,69.05,29.1,24.7,1.9000001,1.9000001,18.6725,78.0941,2025,7621,7,201,-0.4999999999999997,-0.8660254037844388,5078.37,4993.18,4919.06,5072.27,33.2,39.95,64.04364731888272,94.17465683261207,147.40000369,315.50000319000003,0.6445125311638893,1
2025-07-21,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4906.28,5074.12,4997.69,33.98,31.1,24.7,6.7,6.7,18.6725,78.0941,2025,7621,7,202,-0.4999999999999997,-0.8660254037844388,4911.83,5042.53,4858.09,5062.74,33.4,40.4,60.53709936890539,93.78659552041717,153.60000369,322.20000319,0.6557787691903949,1
2025-07-22,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4818.15,4975.85,4874.84,90.08,28.55,23.3,24.999998,24.999998,18.6725,78.0941,2025,7621,7,203,-0.4999999999999997,-0.8660254037844388,4997.69,5000.28,4914.27,5251.81,33.1,40.65,73.38785458099237,85.56232358419352,177.80000169,347.20000119,0.6396588374229104,1
2025-07-23,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4811.19,4997.27,4925.86,21.13,28.8,23.1,8.900001,8.900001,18.6725,78.0941,2025,7621,7,204,-0.4999999999999997,-0.8660254037844388,4874.84,4910.69,5114.64,5043.05,32.45,41.0,71.55386402664584,86.21622329132981,185.60000269,356.10000219,0.6463534969164151,1
2025-07-24,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4991.12,5143.32,5092.87,53.32,27.45,22.85,15.000001,15.000001,18.6725,78.0941,2025,7621,7,205,-0.4999999999999997,-0.8660254037844388,4925.86,4984.62,5074.22,5088.15,30.3,40.45,85.15846981336082,86.39355287780639,199.70000364999999,371.10000319,0.6682679438393911,1
2025-07-25,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4781.54,4993.57,4896.97,14.46,27.3,22.85,29.6,29.6,18.6725,78.0941,2025,7621,7,206,-0.4999999999999997,-0.8660254037844388,5092.87,5030.28,5005.41,5120.92,30.2,39.65,88.79714836155355,84.94040725133496,224.20000324999998,400.70000319,0.6425626558194463,1
2025-07-26,Telangana,Nizamabad,Nizamabad Mandi,Cotton,5018.05,5155.51,5075.18,12.74,24.55,23.15,31.399998,31.399998,18.6725,78.0941,2025,7621,7,207,-0.4999999999999997,-0.8660254037844388,4896.97,5078.37,5039.14,4953.91,30.3,36.95,88.14417912878095,86.08624119043971,251.40000125,427.60000169,0.6659467261514237,1
