date,state,district,market,commodity,min_price,max_price,modal_price,arrival_quantity,source,temperature_max,temperature_min,precipitation,rain,latitude,longitude,year,msp_price
2025-08-17,Telangana,Nizamabad,Nizamabad Mandi,Maize,4918.16,5116.64,5057.91,77.37,gov_data,,,,,,,2025,
2025-08-17,Telangana,Warangal,Warangal Mandi,Maize,4959.02,5171.51,5090.95,94.92,gov_data,,,,,,,2025,
2025-08-17,Telangana,Karimnagar,Karimnagar Mandi,Red Gram,4864.66,5065.58,4935.17,47.41,gov_data,,,,,,,2025,
2025-08-17,Telangana,Khammam,Khammam Mandi,Red Gram,4995.78,5165.71,5114.21,95.61,gov_data,,,,,,,2025,
2025-08-17,Telangana,Nalgonda,Nalgonda Mandi,Red Gram,4804.46,5055.55,4905.88,85.91,gov_data,,,,,,,2025,
2025-08-17,Telangana,Nizamabad,Nizamabad Mandi,Red Gram,4866.41,5119.08,4983.92,29.57,gov_data,,,,,,,2025,
2025-08-17,Telangana,Warangal,Warangal Mandi,Red Gram,4700.18,4980.18,4834.45,98.15,gov_data,,,,,,,2025,
2025-08-17,Telangana,Karimnagar,Karimnagar Mandi,Rice,2022.71,2179.56,2080.39,60.85,gov_data,,,,,,,2025,
2025-08-17,Telangana,Khammam,Khammam Mandi,Rice,2023.51,2211.36,2120.9,96.26,gov_data,,,,,,,2025,
2025-08-17,Telangana,Nalgonda,Nalgonda Mandi,Rice,2020.95,2215.32,2115.24,64.14,gov_data,,,,,,,2025,
2025-08-17,Telangana,Nizamabad,Nizamabad Mandi,Rice,1850.44,2042.46,1954.07,44.38,gov_data,,,,,,,2025,
2025-08-17,Telangana,Warangal,Warangal Mandi,Rice,2095.68,2258.97,2177.33,80.66,gov_data,,,,,,,2025,
2025-08-16,Telangana,Karimnagar,Karimnagar Mandi,Cotton,4940.71,5085.31,5032.54,11.38,gov_data,,,,,,,2025,
2025-08-16,Telangana,Khammam,Khammam Mandi,Cotton,4930.27,5068.76,5018.67,68.98,gov_data,,,,,,,2025,
2025-08-16,Telangana,Nalgonda,Nalgonda Mandi,Cotton,4794.37,5015.49,4886.24,40.25,gov_data,,,,,,,2025,
2025-08-16,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4834.65,5037.46,4944.43,90.9,gov_data,,,,,,,2025,
2025-08-16,Telangana,Warangal,Warangal Mandi,Cotton,5155.35,5302.69,5210.26,71.79,gov_data,,,,,,,2025,
2025-08-16,Telangana,Karimnagar,Karimnagar Mandi,Maize,4829.29,5059.89,4920.0,65.15,gov_data,,,,,,,2025,
2025-08-16,Telangana,Khammam,Khammam Mandi,Maize,4993.38,5229.57,5100.69,32.15,gov_data,,,,,,,2025,
2025-08-16,Telangana,Nalgonda,Nalgonda Mandi,Maize,4948.15,5147.94,5049.23,90.45,gov_data,,,,,,,2025,
2025-08-16,Telangana,Nizamabad,Nizamabad Mandi,Maize,4712.21,4875.35,4816.44,14.41,gov_data,,,,,,,2025,
2025-08-16,Telangana,Warangal,Warangal Mandi,Maize,4794.87,5036.94,4919.03,87.17,gov_data,,,,,,,2025,
2025-08-16,Telangana,Karimnagar,Karimnagar Mandi,Red Gram,5014.87,5141.98,5065.64,76.2,gov_data,,,,,,,2025,
2025-08-16,Telangana,Khammam,Khammam Mandi,Red Gram,4681.27,4924.45,4827.25,22.81,gov_data,,,,,,,2025,
2025-08-16,Telangana,Nalgonda,Nalgonda Mandi,Red Gram,4944.95,5101.67,5031.8,90.08,gov_data,,,,,,,2025,
2025-08-16,Telangana,Nizamabad,Nizamabad Mandi,Red Gram,5054.54,5302.33,5181.02,70.82,gov_data,,,,,,,2025,
2025-08-16,Telangana,Warangal,Warangal Mandi,Red Gram,4831.19,5002.05,4942.38,91.94,gov_data,,,,,,,2025,
2025-08-16,Telangana,Karimnagar,Karimnagar Mandi,Rice,2000.06,2162.39,2087.99,69.65,gov_data,,,,,,,2025,
2025-08-16,Telangana,Khammam,Khammam Mandi,Rice,1836.97,2013.32,1945.35,13.28,gov_data,,,,,,,2025,
2025-08-16,Telangana,Nalgonda,Nalgonda Mandi,Rice,1902.24,2050.64,1972.47,88.35,gov_data,,,,,,,2025,
2025-08-16,Telangana,Nizamabad,Nizamabad Mandi,Rice,1926.32,2114.59,1985.35,45.94,gov_data,,,,,,,2025,
2025-08-16,Telangana,Warangal,Warangal Mandi,Rice,2039.99,2274.58,2168.14,83.43,gov_data,,,,,,,2025,
2025-08-15,Telangana,Karimnagar,Karimnagar Mandi,Cotton,5050.3,5206.05,5116.77,18.17,gov_data,,,,,,,2025,
2025-08-15,Telangana,Khammam,Khammam Mandi,Cotton,4782.32,5060.7,4917.35,33.45,gov_data,,,,,,,2025,
2025-08-15,Telangana,Nalgonda,Nalgonda Mandi,Cotton,4918.15,5120.94,5053.39,13.46,gov_data,,,,,,,2025,
2025-08-15,Telangana,Nizamabad,Nizamabad Mandi,Cotton,5004.65,5184.96,5107.13,99.18,gov_data,,,,,,,2025,
2025-08-15,Telangana,Warangal,Warangal Mandi,Cotton,4942.66,5089.12,5012.85,65.08,gov_data,,,,,,,2025,
2025-08-15,Telangana,Karimnagar,Karimnagar Mandi,Maize,4914.75,5089.94,5036.82,31.54,gov_data,,,,,,,2025,
2025-08-15,Telangana,Khammam,Khammam Mandi,Maize,4919.86,5097.88,4984.7,70.31,gov_data,,,,,,,2025,
2025-08-15,Telangana,Nalgonda,Nalgonda Mandi,Maize,4746.6,4980.63,4884.98,96.18,gov_data,,,,,,,2025,
2025-08-15,Telangana,Nizamabad,Nizamabad Mandi,Maize,4858.39,5098.79,4958.42,55.77,gov_data,,,,,,,2025,
2025-08-15,Telangana,Warangal,Warangal Mandi,Maize,4947.48,5137.24,5002.78,98.63,gov_data,,,,,,,2025,
2025-08-15,Telangana,Karimnagar,Karimnagar Mandi,Red Gram,4794.16,4996.71,4921.96,55.73,gov_data,,,,,,,2025,
2025-08-15,Telangana,Khammam,Khammam Mandi,Red Gram,4852.02,5108.26,4989.09,67.42,gov_data,,,,,,,2025,
2025-08-15,Telangana,Nalgonda,Nalgonda Mandi,Red Gram,4887.99,5013.66,4940.52,17.35,gov_data,,,,,,,2025,
2025-08-15,Telangana,Nizamabad,Nizamabad Mandi,Red Gram,5054.22,5294.76,5148.06,32.85,gov_data,,,,,,,2025,
2025-08-15,Telangana,Warangal,Warangal Mandi,Red Gram,4799.61,5045.6,4929.05,24.83,gov_data,,,,,,,2025,
2025-08-15,Telangana,Karimnagar,Karimnagar Mandi,Rice,2004.8,2184.55,2079.36,63.45,gov_data,,,,,,,2025,
2025-08-15,Telangana,Khammam,Khammam Mandi,Rice,1869.51,2063.79,1960.18,76.63,gov_data,,,,,,,2025,
2025-08-15,Telangana,Nalgonda,Nalgonda Mandi,Rice,2090.72,2275.74,2142.08,36.76,gov_data,,,,,,,2025,
2025-08-15,Telangana,Nizamabad,Nizamabad Mandi,Rice,1737.96,1895.46,1838.57,85.95,gov_data,,,,,,,2025,
2025-08-15,Telangana,Warangal,Warangal Mandi,Rice,1857.64,2065.61,1974.85,83.86,gov_data,,,,,,,2025,
2025-08-14,Telangana,Karimnagar,Karimnagar Mandi,Cotton,4995.77,5228.26,5145.16,90.06,gov_data,,,,,,,2025,
2025-08-14,Telangana,Khammam,Khammam Mandi,Cotton,5018.68,5236.0,5142.1,94.26,gov_data,,,,,,,2025,
2025-08-14,Telangana,Nalgonda,Nalgonda Mandi,Cotton,4856.38,5100.1,4956.19,21.84,gov_data,,,,,,,2025,
2025-08-14,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4919.52,5106.67,5018.57,46.56,gov_data,,,,,,,2025,
2025-08-14,Telangana,Warangal,Warangal Mandi,Cotton,4779.81,5056.78,4929.31,89.48,gov_data,,,,,,,2025,
2025-08-14,Telangana,Karimnagar,Karimnagar Mandi,Maize,4827.78,4992.15,4939.06,11.33,gov_data,,,,,,,2025,
2025-08-14,Telangana,Khammam,Khammam Mandi,Maize,5016.02,5252.33,5161.21,18.18,gov_data,,,,,,,2025,
2025-08-14,Telangana,Nalgonda,Nalgonda Mandi,Maize,4901.07,5133.29,5002.44,63.19,gov_data,,,,,,,2025,
2025-08-14,Telangana,Nizamabad,Nizamabad Mandi,Maize,4889.43,5082.86,4965.8,51.96,gov_data,,,,,,,2025,
2025-08-14,Telangana,Warangal,Warangal Mandi,Maize,4875.83,5058.78,5005.55,69.69,gov_data,,,,,,,2025,
2025-08-14,Telangana,Karimnagar,Karimnagar Mandi,Red Gram,4825.86,5079.15,4954.72,45.1,gov_data,,,,,,,2025,
2025-08-14,Telangana,Khammam,Khammam Mandi,Red Gram,4827.57,5011.04,4910.51,52.45,gov_data,,,,,,,2025,
2025-08-14,Telangana,Nalgonda,Nalgonda Mandi,Red Gram,4991.72,5181.73,5124.08,16.52,gov_data,,,,,,,2025,
2025-08-14,Telangana,Nizamabad,Nizamabad Mandi,Red Gram,4987.02,5210.24,5095.71,20.87,gov_data,,,,,,,2025,
2025-08-14,Telangana,Warangal,Warangal Mandi,Red Gram,4774.62,4939.56,4886.53,90.28,gov_data,,,,,,,2025,
2025-08-14,Telangana,Karimnagar,Karimnagar Mandi,Rice,1945.7,2063.9,2004.12,65.76,gov_data,,,,,,,2025,
2025-08-14,Telangana,Khammam,Khammam Mandi,Rice,2049.53,2209.66,2109.0,56.01,gov_data,,,,,,,2025,
2025-08-14,Telangana,Nalgonda,Nalgonda Mandi,Rice,2058.34,2312.8,2185.68,98.04,gov_data,,,,,,,2025,
2025-08-14,Telangana,Nizamabad,Nizamabad Mandi,Rice,1884.42,2148.35,2026.12,22.84,gov_data,,,,,,,2025,
2025-08-14,Telangana,Warangal,Warangal Mandi,Rice,1930.68,2143.68,2017.61,24.54,gov_data,,,,,,,2025,
2025-08-13,Telangana,Karimnagar,Karimnagar Mandi,Cotton,5085.51,5294.23,5177.04,45.86,gov_data,,,,,,,2025,
2025-08-13,Telangana,Khammam,Khammam Mandi,Cotton,4926.05,5061.92,4977.76,21.92,gov_data,,,,,,,2025,
2025-08-13,Telangana,Nalgonda,Nalgonda Mandi,Cotton,4870.04,5062.13,4939.54,12.29,gov_data,,,,,,,2025,
2025-08-13,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4973.47,5174.59,5034.83,54.82,gov_data,,,,,,,2025,
2025-08-13,Telangana,Warangal,Warangal Mandi,Cotton,5014.37,5128.27,5073.04,48.97,gov_data,,,,,,,2025,
2025-08-13,Telangana,Karimnagar,Karimnagar Mandi,Maize,4994.18,5261.62,5141.54,96.69,gov_data,,,,,,,2025,
2025-08-13,Telangana,Khammam,Khammam Mandi,Maize,5175.57,5338.22,5279.08,50.39,gov_data,,,,,,,2025,
2025-08-13,Telangana,Nalgonda,Nalgonda Mandi,Maize,4832.73,5105.05,4968.36,75.54,gov_data,,,,,,,2025,
2025-08-13,Telangana,Nizamabad,Nizamabad Mandi,Maize,4944.04,5072.29,5008.58,72.18,gov_data,,,,,,,2025,
2025-08-13,Telangana,Warangal,Warangal Mandi,Maize,5062.28,5243.22,5132.91,28.47,gov_data,,,,,,,2025,
2025-08-13,Telangana,Karimnagar,Karimnagar Mandi,Red Gram,4879.47,5081.78,4971.07,43.27,gov_data,,,,,,,2025,
2025-08-13,Telangana,Khammam,Khammam Mandi,Red Gram,4910.12,5168.69,5045.62,10.28,gov_data,,,,,,,2025,
2025-08-13,Telangana,Nalgonda,Nalgonda Mandi,Red Gram,5012.87,5206.69,5098.91,22.08,gov_data,,,,,,,2025,
2025-08-13,Telangana,Nizamabad,Nizamabad Mandi,Red Gram,4859.27,5078.68,4954.88,40.36,gov_data,,,,,,,2025,
2025-08-13,Telangana,Warangal,Warangal Mandi,Red Gram,4838.3,5032.81,4931.11,44.52,gov_data,,,,,,,2025,
2025-08-13,Telangana,Karimnagar,Karimnagar Mandi,Rice,1786.87,1963.78,1844.58,84.26,gov_data,,,,,,,2025,
2025-08-13,Telangana,Khammam,Khammam Mandi,Rice,1865.99,2036.34,1975.32,21.11,gov_data,,,,,,,2025,
2025-08-13,Telangana,Nalgonda,Nalgonda Mandi,Rice,1906.62,2060.0,1981.83,64.36,gov_data,,,,,,,2025,
2025-08-13,Telangana,Nizamabad,Nizamabad Mandi,Rice,1877.03,2011.55,1955.47,13.72,gov_data,,,,,,,2025,
2025-08-13,Telangana,Warangal,Warangal Mandi,Rice,1806.26,1975.45,1874.74,54.92,gov_data,,,,,,,2025,
2025-08-12,Telangana,Karimnagar,Karimnagar Mandi,Cotton,5018.5,5252.02,5118.07,86.97,gov_data,,,,,,,2025,
2025-08-12,Telangana,Khammam,Khammam Mandi,Cotton,4834.44,5027.22,4932.51,14.82,gov_data,,,,,,,2025,
2025-08-12,Telangana,Nalgonda,Nalgonda Mandi,Cotton,4860.82,4982.46,4923.22,58.57,gov_data,,,,,,,2025,
2025-08-12,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4957.8,5159.73,5011.98,24.95,gov_data,,,,,,,2025,
2025-08-12,Telangana,Warangal,Warangal Mandi,Cotton,4859.77,5105.6,4982.94,71.4,gov_data,,,,,,,2025,
2025-08-12,Telangana,Karimnagar,Karimnagar Mandi,Maize,4835.37,5117.22,4971.43,21.08,gov_data,,,,,,,2025,
2025-08-12,Telangana,Khammam,Khammam Mandi,Maize,4803.73,5066.98,4946.78,92.97,gov_data,,,,,,,2025,
2025-08-12,Telangana,Nalgonda,Nalgonda Mandi,Maize,4666.88,4800.67,4749.81,82.29,gov_data,,,,,,,2025,
2025-08-12,Telangana,Nizamabad,Nizamabad Mandi,Maize,4830.03,5030.81,4914.23,88.33,gov_data,,,,,,,2025,
2025-08-12,Telangana,Warangal,Warangal Mandi,Maize,4880.36,5083.69,5012.65,16.75,gov_data,,,,,,,2025,
2025-08-12,Telangana,Karimnagar,Karimnagar Mandi,Red Gram,4979.67,5123.22,5047.24,91.96,gov_data,,,,,,,2025,
2025-08-12,Telangana,Khammam,Khammam Mandi,Red Gram,4916.36,5177.8,5030.1,35.63,gov_data,,,,,,,2025,
2025-08-12,Telangana,Nalgonda,Nalgonda Mandi,Red Gram,4912.62,5030.17,4970.92,24.69,gov_data,,,,,,,2025,
2025-08-12,Telangana,Nizamabad,Nizamabad Mandi,Red Gram,4735.43,4977.5,4849.71,74.08,gov_data,,,,,,,2025,
2025-08-12,Telangana,Warangal,Warangal Mandi,Red Gram,5022.49,5209.0,5112.92,20.22,gov_data,,,,,,,2025,
2025-08-12,Telangana,Karimnagar,Karimnagar Mandi,Rice,1891.81,2155.7,2010.3,58.21,gov_data,,,,,,,2025,
2025-08-12,Telangana,Khammam,Khammam Mandi,Rice,1913.46,2060.81,2004.07,84.98,gov_data,,,,,,,2025,
2025-08-12,Telangana,Nalgonda,Nalgonda Mandi,Rice,1946.26,2162.57,2044.87,39.48,gov_data,,,,,,,2025,
2025-08-12,Telangana,Nizamabad,Nizamabad Mandi,Rice,1915.55,2130.83,2014.58,89.8,gov_data,,,,,,,2025,
2025-08-12,Telangana,Warangal,Warangal Mandi,Rice,1934.69,2136.98,1998.48,65.66,gov_data,,,,,,,2025,
2025-08-11,Telangana,Karimnagar,Karimnagar Mandi,Cotton,4891.45,5108.27,4962.25,55.89,gov_data,,,,,,,2025,
2025-08-11,Telangana,Khammam,Khammam Mandi,Cotton,4813.86,4939.97,4863.92,27.16,gov_data,,,,,,,2025,
2025-08-11,Telangana,Nalgonda,Nalgonda Mandi,Cotton,4707.1,4885.45,4790.53,62.36,gov_data,,,,,,,2025,
2025-08-11,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4722.36,4985.27,4869.64,49.38,gov_data,,,,,,,2025,
2025-08-11,Telangana,Warangal,Warangal Mandi,Cotton,5002.46,5204.28,5097.2,28.95,gov_data,,,,,,,2025,
2025-08-11,Telangana,Karimnagar,Karimnagar Mandi,Maize,4856.99,5069.68,4938.68,90.67,gov_data,,,,,,,2025,
2025-08-11,Telangana,Khammam,Khammam Mandi,Maize,4942.03,5127.14,5044.25,22.17,gov_data,,,,,,,2025,
2025-08-11,Telangana,Nalgonda,Nalgonda Mandi,Maize,4766.47,4991.21,4849.67,96.71,gov_data,,,,,,,2025,
2025-08-11,Telangana,Nizamabad,Nizamabad Mandi,Maize,4954.74,5171.16,5040.11,48.61,gov_data,,,,,,,2025,
2025-08-11,Telangana,Warangal,Warangal Mandi,Maize,4803.44,4934.45,4877.71,46.95,gov_data,,,,,,,2025,
2025-08-11,Telangana,Karimnagar,Karimnagar Mandi,Red Gram,4853.57,5073.04,4983.47,93.02,gov_data,,,,,,,2025,
2025-08-11,Telangana,Khammam,Khammam Mandi,Red Gram,4843.5,5039.68,4951.83,92.89,gov_data,,,,,,,2025,
2025-08-11,Telangana,Nalgonda,Nalgonda Mandi,Red Gram,4789.97,4988.26,4868.56,58.72,gov_data,,,,,,,2025,
2025-08-11,Telangana,Nizamabad,Nizamabad Mandi,Red Gram,5059.29,5234.76,5183.59,34.11,gov_data,,,,,,,2025,
2025-08-11,Telangana,Warangal,Warangal Mandi,Red Gram,5028.93,5287.07,5155.89,60.94,gov_data,,,,,,,2025,
2025-08-11,Telangana,Karimnagar,Karimnagar Mandi,Rice,1964.55,2168.7,2088.31,92.1,gov_data,,,,,,,2025,
2025-08-11,Telangana,Khammam,Khammam Mandi,Rice,1817.92,2032.53,1959.12,18.73,gov_data,,,,,,,2025,
2025-08-11,Telangana,Nalgonda,Nalgonda Mandi,Rice,2010.79,2272.79,2144.5,36.96,gov_data,,,,,,,2025,
2025-08-11,Telangana,Nizamabad,Nizamabad Mandi,Rice,2032.15,2144.98,2093.15,87.23,gov_data,,,,,,,2025,
2025-08-11,Telangana,Warangal,Warangal Mandi,Rice,2017.89,2201.19,2121.37,44.62,gov_data,,,,,,,2025,
2025-08-10,Telangana,Karimnagar,Karimnagar Mandi,Cotton,4852.06,5061.78,4967.14,35.37,gov_data,,,,,,,2025,
2025-08-10,Telangana,Khammam,Khammam Mandi,Cotton,5033.71,5256.95,5114.76,27.72,gov_data,,,,,,,2025,
2025-08-10,Telangana,Nalgonda,Nalgonda Mandi,Cotton,4889.71,5179.77,5032.33,25.19,gov_data,,,,,,,2025,
2025-08-10,Telangana,Nizamabad,Nizamabad Mandi,Cotton,5048.61,5154.05,5100.4,57.0,gov_data,,,,,,,2025,
2025-08-10,Telangana,Warangal,Warangal Mandi,Cotton,5001.68,5145.11,5059.65,89.04,gov_data,,,,,,,2025,
2025-08-10,Telangana,Karimnagar,Karimnagar Mandi,Maize,4848.12,5125.33,4988.7,78.16,gov_data,,,,,,,2025,
2025-08-10,Telangana,Khammam,Khammam Mandi,Maize,5111.56,5312.64,5235.06,62.84,gov_data,,,,,,,2025,
2025-08-10,Telangana,Nalgonda,Nalgonda Mandi,Maize,4934.33,5090.8,5016.8,33.17,gov_data,,,,,,,2025,
2025-08-10,Telangana,Nizamabad,Nizamabad Mandi,Maize,4927.13,5136.79,5060.32,75.32,gov_data,,,,,,,2025,
2025-08-10,Telangana,Warangal,Warangal Mandi,Maize,5014.1,5244.38,5116.53,63.56,gov_data,,,,,,,2025,
2025-08-10,Telangana,Karimnagar,Karimnagar Mandi,Red Gram,4777.48,5014.42,4877.19,74.99,gov_data,,,,,,,2025,
2025-08-10,Telangana,Khammam,Khammam Mandi,Red Gram,4593.1,4744.73,4686.06,41.94,gov_data,,,,,,,2025,
2025-08-10,Telangana,Nalgonda,Nalgonda Mandi,Red Gram,4837.98,5018.42,4920.02,56.92,gov_data,,,,,,,2025,
2025-08-10,Telangana,Nizamabad,Nizamabad Mandi,Red Gram,4875.42,5038.15,4978.17,96.78,gov_data,,,,,,,2025,
2025-08-10,Telangana,Warangal,Warangal Mandi,Red Gram,4825.02,5028.7,4897.43,16.6,gov_data,,,,,,,2025,
2025-08-10,Telangana,Karimnagar,Karimnagar Mandi,Rice,2126.46,2321.34,2220.12,15.43,gov_data,,,,,,,2025,
2025-08-10,Telangana,Khammam,Khammam Mandi,Rice,1749.07,1975.53,1843.95,15.8,gov_data,,,,,,,2025,
2025-08-10,Telangana,Nalgonda,Nalgonda Mandi,Rice,1947.41,2123.04,2003.52,76.56,gov_data,,,,,,,2025,
2025-08-10,Telangana,Nizamabad,Nizamabad Mandi,Rice,1974.39,2109.09,2050.33,26.47,gov_data,,,,,,,2025,
2025-08-10,Telangana,Warangal,Warangal Mandi,Rice,2001.38,2121.7,2057.33,97.42,gov_data,,,,,,,2025,
2025-08-09,Telangana,Karimnagar,Karimnagar Mandi,Cotton,4694.66,4906.97,4812.8,11.13,gov_data,,,,,,,2025,
2025-08-09,Telangana,Khammam,Khammam Mandi,Cotton,4690.29,4905.43,4816.04,58.13,gov_data,,,,,,,2025,
2025-08-09,Telangana,Nalgonda,Nalgonda Mandi,Cotton,4986.54,5167.43,5076.3,89.24,gov_data,,,,,,,2025,
2025-08-09,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4956.41,5118.5,5033.68,61.37,gov_data,,,,,,,2025,
2025-08-09,Telangana,Warangal,Warangal Mandi,Cotton,4857.0,5053.99,4996.39,30.4,gov_data,,,,,,,2025,
2025-08-09,Telangana,Karimnagar,Karimnagar Mandi,Maize,4799.54,4984.16,4888.9,63.99,gov_data,,,,,,,2025,
2025-08-09,Telangana,Khammam,Khammam Mandi,Maize,4839.66,4988.95,4897.34,43.71,gov_data,,,,,,,2025,
2025-08-09,Telangana,Nalgonda,Nalgonda Mandi,Maize,4959.53,5108.88,5042.66,11.41,gov_data,,,,,,,2025,
2025-08-09,Telangana,Nizamabad,Nizamabad Mandi,Maize,4909.05,5124.07,5032.26,47.58,gov_data,,,,,,,2025,
2025-08-09,Telangana,Warangal,Warangal Mandi,Maize,5032.04,5213.88,5128.39,32.45,gov_data,,,,,,,2025,
2025-08-09,Telangana,Karimnagar,Karimnagar Mandi,Red Gram,4787.82,5001.65,4852.77,67.04,gov_data,,,,,,,2025,
2025-08-09,Telangana,Khammam,Khammam Mandi,Red Gram,4817.99,4960.51,4886.21,65.89,gov_data,,,,,,,2025,
2025-08-09,Telangana,Nalgonda,Nalgonda Mandi,Red Gram,5012.12,5211.7,5121.6,56.27,gov_data,,,,,,,2025,
2025-08-09,Telangana,Nizamabad,Nizamabad Mandi,Red Gram,5143.53,5283.06,5199.3,85.33,gov_data,,,,,,,2025,
2025-08-09,Telangana,Warangal,Warangal Mandi,Red Gram,4960.44,5200.07,5093.26,26.56,gov_data,,,,,,,2025,
2025-08-09,Telangana,Karimnagar,Karimnagar Mandi,Rice,1767.78,1940.19,1842.03,12.93,gov_data,,,,,,,2025,
2025-08-09,Telangana,Khammam,Khammam Mandi,Rice,1999.28,2271.8,2126.81,47.92,gov_data,,,,,,,2025,
2025-08-09,Telangana,Nalgonda,Nalgonda Mandi,Rice,1976.65,2118.13,2039.27,65.33,gov_data,,,,,,,2025,
2025-08-09,Telangana,Nizamabad,Nizamabad Mandi,Rice,1852.24,2046.81,1943.54,19.51,gov_data,,,,,,,2025,
2025-08-09,Telangana,Warangal,Warangal Mandi,Rice,1912.36,2142.48,2027.86,48.23,gov_data,,,,,,,2025,
2025-08-08,Telangana,Karimnagar,Karimnagar Mandi,Cotton,4890.33,5034.9,4946.96,13.83,gov_data,,,,,,,2025,
2025-08-08,Telangana,Khammam,Khammam Mandi,Cotton,4903.33,5110.33,5049.85,12.51,gov_data,,,,,,,2025,
2025-08-08,Telangana,Nalgonda,Nalgonda Mandi,Cotton,4771.52,4937.73,4884.4,63.34,gov_data,,,,,,,2025,
2025-08-08,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4904.19,5100.17,5039.79,30.75,gov_data,,,,,,,2025,
2025-08-08,Telangana,Warangal,Warangal Mandi,Cotton,4885.17,5114.29,4988.1,61.44,gov_data,,,,,,,2025,
2025-08-08,Telangana,Karimnagar,Karimnagar Mandi,Maize,4945.63,5178.0,5041.45,32.39,gov_data,,,,,,,2025,
2025-08-08,Telangana,Khammam,Khammam Mandi,Maize,4895.57,5079.27,4953.09,29.99,gov_data,,,,,,,2025,
2025-08-08,Telangana,Nalgonda,Nalgonda Mandi,Maize,4832.39,5075.01,4975.36,45.08,gov_data,,,,,,,2025,
2025-08-08,Telangana,Nizamabad,Nizamabad Mandi,Maize,5047.42,5245.18,5112.64,83.65,gov_data,,,,,,,2025,
2025-08-08,Telangana,Warangal,Warangal Mandi,Maize,4908.39,5180.11,5033.9,59.23,gov_data,,,,,,,2025,
2025-08-08,Telangana,Karimnagar,Karimnagar Mandi,Red Gram,4988.34,5173.12,5087.4,39.56,gov_data,,,,,,,2025,
2025-08-08,Telangana,Khammam,Khammam Mandi,Red Gram,4807.07,5028.32,4923.84,44.13,gov_data,,,,,,,2025,
2025-08-08,Telangana,Nalgonda,Nalgonda Mandi,Red Gram,4975.02,5198.11,5073.77,77.68,gov_data,,,,,,,2025,
2025-08-08,Telangana,Nizamabad,Nizamabad Mandi,Red Gram,5046.28,5187.78,5111.46,11.83,gov_data,,,,,,,2025,
2025-08-08,Telangana,Warangal,Warangal Mandi,Red Gram,4884.55,5134.96,5005.71,83.54,gov_data,,,,,,,2025,
2025-08-08,Telangana,Karimnagar,Karimnagar Mandi,Rice,1868.91,2127.54,2011.68,82.93,gov_data,,,,,,,2025,
2025-08-08,Telangana,Khammam,Khammam Mandi,Rice,1704.0,1919.91,1845.36,56.09,gov_data,,,,,,,2025,
2025-08-08,Telangana,Nalgonda,Nalgonda Mandi,Rice,1924.22,2110.8,2032.18,75.55,gov_data,,,,,,,2025,
2025-08-08,Telangana,Nizamabad,Nizamabad Mandi,Rice,2026.52,2234.3,2135.02,20.34,gov_data,,,,,,,2025,
2025-08-08,Telangana,Warangal,Warangal Mandi,Rice,1877.98,2087.7,1941.98,36.05,gov_data,,,,,,,2025,
2025-08-07,Telangana,Karimnagar,Karimnagar Mandi,Cotton,4849.42,5145.18,4995.73,14.93,gov_data,,,,,,,2025,
2025-08-07,Telangana,Khammam,Khammam Mandi,Cotton,5078.29,5267.08,5156.86,46.59,gov_data,,,,,,,2025,
2025-08-07,Telangana,Nalgonda,Nalgonda Mandi,Cotton,5050.15,5256.79,5155.97,49.79,gov_data,,,,,,,2025,
2025-08-07,Telangana,Nizamabad,Nizamabad Mandi,Cotton,4937.33,5120.85,4991.44,40.9,gov_data,,,,,,,2025,
2025-08-07,Telangana,Warangal,Warangal Mandi,Cotton,5073.55,5254.78,5193.97,84.91,gov_data,,,,,,,2025,
2025-08-07,Telangana,Karimnagar,Karimnagar Mandi,Maize,5006.39,5159.33,5057.77,45.92,gov_data,,,,,,,2025,
2025-08-07,Telangana,Khammam,Khammam Mandi,Maize,4964.18,5175.33,5067.3,85.97,gov_data,,,,,,,2025,
2025-08-07,Telangana,Nalgonda,Nalgonda Mandi,Maize,4780.32,4966.79,4896.02,43.07,gov_data,,,,,,,2025,
2025-08-07,Telangana,Nizamabad,Nizamabad Mandi,Maize,4792.15,5002.64,4857.16,38.59,gov_data,,,,,,,2025,
2025-08-07,Telangana,Warangal,Warangal Mandi,Maize,4953.08,5157.28,5076.6,13.0,gov_data,,,,,,,2025,
2025-08-07,Telangana,Karimnagar,Karimnagar Mandi,Red Gram,4972.73,5230.38,5086.5,97.37,gov_data,,,,,,,2025,
2025-08-07,Telangana,Khammam,Khammam Mandi,Red Gram,4966.62,5236.59,5107.71,36.62,gov_data,,,,,,,2025,
2025-08-07,Telangana,Nalgonda,Nalgonda Mandi,Red Gram,4868.85,5064.01,4968.01,98.62,gov_data,,,,,,,2025,
2025-08-07,Telangana,Nizamabad,Nizamabad Mandi,Red Gram,4903.77,5088.72,5016.77,27.27,gov_data,,,,,,,2025,
2025-08-07,Telangana,Warangal,Warangal Mandi,Red Gram,5012.57,5243.91,5116.03,23.65,gov_data,,,,,,,2025,
